Province,Country_region,Datetime,Confirmed,Suspect,Recovered,Death,Longitude,Latitude,Date,Popluation,Province2,Day0,Dayserial
Shanghai,Mainland China,2020-01-21 0:00,9,10,0,0,31.2304,121.4737,2020-01-21,,,,
Yunnan,Mainland China,2020-01-21 0:00,1,0,0,0,24.8801,102.8329,2020-01-21,,,,
Beijing,Mainland China,2020-01-21 0:00,10,0,0,0,39.9042,116.4074,2020-01-21,,,,
Taiwan,Taiwan,2020-01-21 0:00,1,0,0,0,25.033,121.5654,2020-01-21,,,,
Jilin,Mainland China,2020-01-21 0:00,0,1,0,0,43.8171,125.3235,2020-01-21,,,,
Sichuan,Mainland China,2020-01-21 0:00,2,1,0,0,30.5728,104.0668,2020-01-21,,,,
Tianjin,Mainland China,2020-01-21 0:00,2,0,0,0,39.3434,117.3616,2020-01-21,,,,
Ningxia,Mainland China,2020-01-21 0:00,0,1,0,0,38.4872,106.2309,2020-01-21,,,,
Anhui,Mainland China,2020-01-21 0:00,0,3,0,0,31.8206,117.2272,2020-01-21,,,,
Shandong,Mainland China,2020-01-21 0:00,1,0,0,0,36.6512,117.1201,2020-01-21,,,,
Guangdong,Mainland China,2020-01-21 0:00,17,4,0,0,23.1291,113.2644,2020-01-21,,,,
Guangxi,Mainland China,2020-01-21 0:00,0,1,0,0,22.817,108.3665,2020-01-21,,,,
Jiangxi,Mainland China,2020-01-21 0:00,2,0,0,0,28.6829,115.8582,2020-01-21,,,,
Henan,Mainland China,2020-01-21 0:00,1,0,0,0,34.7466,113.6253,2020-01-21,,,,
Zhejiang,Mainland China,2020-01-21 0:00,5,16,0,0,30.2741,120.1551,2020-01-21,,,,
Hainan,Mainland China,2020-01-21 0:00,0,1,0,0,20.0444,110.1983,2020-01-21,,,,
Hubei,Mainland China,2020-01-21 0:00,270,11,0,0,30.5928,114.3055,2020-01-21,59000000,HB,2020-01-21,d0
Hunan,Mainland China,2020-01-21 0:00,1,0,0,0,28.2282,112.9388,2020-01-21,,,,
Guizhou,Mainland China,2020-01-21 0:00,0,1,0,0,26.6477,106.6302,2020-01-21,,,,
Liaoning,Mainland China,2020-01-21 0:00,0,1,0,0,41.8057,123.4315,2020-01-21,,,,
Chongqing,Mainland China,2020-01-21 0:00,5,0,0,0,29.4316,106.9123,2020-01-21,,,,
Hong Kong,Hong Kong,2020-01-21 0:00,0,117,0,0,22.3193,114.1694,2020-01-21,,,,
Heilongjiang,Mainland China,2020-01-21 0:00,0,1,0,0,45.8038,126.535,2020-01-21,,,,
Tokyo,Japan,2020-01-21 0:00,1,0,0,0,35.6762,139.6503,2020-01-21,,,,
Bankok,Thailand,2020-01-21 0:00,2,0,0,0,13.7563,100.5018,2020-01-21,,,,
Seoul,South Korea,2020-01-21 0:00,1,0,0,0,37.5665,126.978,2020-01-21,"51,269,185",SE,2020-01-21,d0
Washington,US,2020-01-21 0:00,1,0,0,0,47.7511,-120.74,2020-01-21,,,,
Anhui,Mainland China,2020-01-22 12:00,1,4,0,0,31.8206,117.2272,2020-01-22,,,,
Beijing,Mainland China,2020-01-22 12:00,14,0,0,0,39.9042,116.4074,2020-01-22,,,,
Chongqing,Mainland China,2020-01-22 12:00,6,0,0,0,29.4316,106.9123,2020-01-22,,,,
Fujian,Mainland China,2020-01-22 12:00,1,0,0,0,26.0745,119.2965,2020-01-22,,,,
Gansu,Mainland China,2020-01-22 12:00,0,0,0,0,36.0611,103.8343,2020-01-22,,,,
Guangdong,Mainland China,2020-01-22 12:00,26,1,0,0,23.1291,113.2644,2020-01-22,,,,
Guangxi,Mainland China,2020-01-22 12:00,2,1,0,0,22.817,108.3665,2020-01-22,,,,
Guizhou,Mainland China,2020-01-22 12:00,1,0,0,0,26.6477,106.6302,2020-01-22,,,,
Hainan,Mainland China,2020-01-22 12:00,4,0,0,0,20.0444,110.1983,2020-01-22,,,,
Hebei,Mainland China,2020-01-22 12:00,1,0,0,0,38.0428,114.5149,2020-01-22,,,,
Heilongjiang,Mainland China,2020-01-22 12:00,0,1,0,0,45.8038,126.535,2020-01-22,,,,
Henan,Mainland China,2020-01-22 12:00,5,0,0,0,34.7466,113.6253,2020-01-22,,,,
Hong Kong,Hong Kong,2020-01-22 12:00,0,117,0,0,22.3193,114.1694,2020-01-22,,,,
Hubei,Mainland China,2020-01-22 12:00,444,0,0,0,30.5928,114.3055,2020-01-22,59000000,HB,2020-01-21,d1
Hunan,Mainland China,2020-01-22 12:00,4,0,0,0,28.2282,112.9388,2020-01-22,,,,
Inner Mongolia,Mainland China,2020-01-22 12:00,0,0,0,0,40.8424,111.75,2020-01-22,,,,
Jiangsu,Mainland China,2020-01-22 12:00,1,0,0,0,32.0603,118.7969,2020-01-22,,,,
Jiangxi,Mainland China,2020-01-22 12:00,2,0,0,0,28.6829,115.8582,2020-01-22,,,,
Jilin,Mainland China,2020-01-22 12:00,0,1,0,0,43.8171,125.3235,2020-01-22,,,,
Liaoning,Mainland China,2020-01-22 12:00,2,0,0,0,41.8057,123.4315,2020-01-22,,,,
Macau,Macau,2020-01-22 12:00,1,0,0,0,22.1987,113.5439,2020-01-22,,,,
Ningxia,Mainland China,2020-01-22 12:00,1,0,0,0,38.4872,106.2309,2020-01-22,,,,
Qinghai,Mainland China,2020-01-22 12:00,0,0,0,0,36.6171,101.7782,2020-01-22,,,,
Shaanxi,Mainland China,2020-01-22 12:00,0,0,0,0,34.3416,108.9398,2020-01-22,,,,
Shandong,Mainland China,2020-01-22 12:00,2,0,0,0,36.6512,117.1201,2020-01-22,,,,
Shanghai,Mainland China,2020-01-22 12:00,9,10,0,0,31.2304,121.4737,2020-01-22,,,,
Shanxi,Mainland China,2020-01-22 12:00,1,0,0,0,37.8706,112.5489,2020-01-22,,,,
Sichuan,Mainland China,2020-01-22 12:00,5,2,0,0,30.5728,104.0668,2020-01-22,,,,
Taiwan,Taiwan,2020-01-22 12:00,1,0,0,0,25.033,121.5654,2020-01-22,,,,
Tianjin,Mainland China,2020-01-22 12:00,4,0,0,0,39.3434,117.3616,2020-01-22,,,,
Tibet,Mainland China,2020-01-22 12:00,0,0,0,0,29.6548,91.1406,2020-01-22,,,,
Washington,US,2020-01-22 12:00,1,0,0,0,47.7511,-120.74,2020-01-22,,,,
Xinjiang,Mainland China,2020-01-22 12:00,0,0,0,0,43.8256,87.6168,2020-01-22,,,,
Yunnan,Mainland China,2020-01-22 12:00,1,0,0,0,24.8801,102.8329,2020-01-22,,,,
Zhejiang,Mainland China,2020-01-22 12:00,10,0,0,0,30.2741,120.1551,2020-01-22,,,,
Tokyo,Japan,2020-01-22 12:00,2,0,0,0,35.6762,139.6503,2020-01-22,,,,
Bankok,Thailand,2020-01-22 12:00,2,0,0,0,13.7563,100.5018,2020-01-22,,,,
Seoul,South Korea,2020-01-22 12:00,1,0,0,0,37.5665,126.978,2020-01-22,"51,269,185",SE,2020-01-21,d1
Anhui,Mainland China,2020-01-23 12:00,9,4,0,0,31.8206,117.2272,2020-01-23,,,,
Beijing,Mainland China,2020-01-23 12:00,22,0,0,0,39.9042,116.4074,2020-01-23,,,,
Chongqing,Mainland China,2020-01-23 12:00,9,0,0,0,29.4316,106.9123,2020-01-23,,,,
Fujian,Mainland China,2020-01-23 12:00,5,2,0,0,26.0745,119.2965,2020-01-23,,,,
Gansu,Mainland China,2020-01-23 12:00,2,0,0,0,36.0611,103.8343,2020-01-23,,,,
Guangdong,Mainland China,2020-01-23 12:00,32,1,2,0,23.1291,113.2644,2020-01-23,,,,
Guangxi,Mainland China,2020-01-23 12:00,5,0,0,0,22.817,108.3665,2020-01-23,,,,
Guizhou,Mainland China,2020-01-23 12:00,3,0,0,0,26.6477,106.6302,2020-01-23,,,,
Hainan,Mainland China,2020-01-23 12:00,5,32,0,0,20.0444,110.1983,2020-01-23,,,,
Hebei,Mainland China,2020-01-23 12:00,1,0,0,1,38.0428,114.5149,2020-01-23,,,,
Heilongjiang,Mainland China,2020-01-23 12:00,2,0,0,0,45.8038,126.535,2020-01-23,,,,
Henan,Mainland China,2020-01-23 12:00,5,0,0,0,34.7466,113.6253,2020-01-23,,,,
Hong Kong,Hong Kong,2020-01-23 12:00,2,65,0,0,22.3193,114.1694,2020-01-23,,,,
Hubei,Mainland China,2020-01-23 12:00,444,0,28,17,30.5928,114.3055,2020-01-23,59000000,HB,2020-01-21,d2
Hunan,Mainland China,2020-01-23 12:00,9,0,0,0,28.2282,112.9388,2020-01-23,,,,
Inner Mongolia,Mainland China,2020-01-23 12:00,0,1,0,0,40.8424,111.75,2020-01-23,,,,
Jiangsu,Mainland China,2020-01-23 12:00,5,0,0,0,32.0603,118.7969,2020-01-23,,,,
Jiangxi,Mainland China,2020-01-23 12:00,7,0,0,0,28.6829,115.8582,2020-01-23,,,,
Jilin,Mainland China,2020-01-23 12:00,1,0,0,0,43.8171,125.3235,2020-01-23,,,,
Liaoning,Mainland China,2020-01-23 12:00,3,0,0,0,41.8057,123.4315,2020-01-23,,,,
Macau,Macau,2020-01-23 12:00,2,0,0,0,22.1987,113.5439,2020-01-23,,,,
Ningxia,Mainland China,2020-01-23 12:00,1,0,0,0,38.4872,106.2309,2020-01-23,,,,
Qinghai,Mainland China,2020-01-23 12:00,0,0,0,0,36.6171,101.7782,2020-01-23,,,,
Shaanxi,Mainland China,2020-01-23 12:00,3,1,0,0,34.3416,108.9398,2020-01-23,,,,
Shandong,Mainland China,2020-01-23 12:00,6,2,0,0,36.6512,117.1201,2020-01-23,,,,
Shanghai,Mainland China,2020-01-23 12:00,16,22,0,0,31.2304,121.4737,2020-01-23,,,,
Shanxi,Mainland China,2020-01-23 12:00,1,0,0,0,37.8706,112.5489,2020-01-23,,,,
Sichuan,Mainland China,2020-01-23 12:00,8,2,0,0,30.5728,104.0668,2020-01-23,,,,
Taiwan,Taiwan,2020-01-23 12:00,1,0,0,0,25.033,121.5654,2020-01-23,,,,
Tianjin,Mainland China,2020-01-23 12:00,4,0,0,0,39.3434,117.3616,2020-01-23,,,,
Tibet,Mainland China,2020-01-23 12:00,0,0,0,0,29.6548,91.1406,2020-01-23,,,,
Washington,US,2020-01-23 12:00,1,0,0,0,47.7511,-120.74,2020-01-23,,,,
Xinjiang,Mainland China,2020-01-23 12:00,2,0,0,0,43.8256,87.6168,2020-01-23,,,,
Yunnan,Mainland China,2020-01-23 12:00,2,0,0,0,24.8801,102.8329,2020-01-23,,,,
Zhejiang,Mainland China,2020-01-23 12:00,27,0,0,0,30.2741,120.1551,2020-01-23,,,,
Tokyo,Japan,2020-01-23 12:00,1,0,0,0,35.6762,139.6503,2020-01-23,,,,
Bankok,Thailand,2020-01-23 12:00,3,0,0,0,13.7563,100.5018,2020-01-23,,,,
Seoul,South Korea,2020-01-23 12:00,1,0,0,0,37.5665,126.978,2020-01-23,"51,269,185",SE,2020-01-21,d2
Singapore,Singapore,2020-01-23 12:00,1,0,0,0,1.3521,103.8198,2020-01-23,,,,
Manila,Philippines,2020-01-23 12:00,0,4,0,0,14.5995,120.9842,2020-01-23,,,,
Kuala Lumpur,Malaysia,2020-01-23 12:00,0,4,0,0,3.139,101.6869,2020-01-23,,,,
Hanoi,Vietnam,2020-01-23 12:00,2,0,0,0,21.0278,105.8342,2020-01-23,,,,
Melbourne,Australia,2020-01-23 12:00,0,1,0,0,-37.8136,144.9631,2020-01-23,,,,
Mexico City,Mexico,2020-01-23 12:00,0,1,0,0,19.4326,-99.1332,2020-01-23,,,,
Brasilia,Brazil,2020-01-23 12:00,0,1,0,0,-15.8267,-47.9218,2020-01-23,,,,
Bogota,Colombia,2020-01-23 12:00,0,1,0,0,4.711,-74.0721,2020-01-23,,,,
Hubei,Mainland China,2020-01-24 0:00,549,0,31,24,30.5928,114.3055,2020-01-24,59000000,HB,2020-01-21,d3
Guangdong,Mainland China,2020-01-24 0:00,53,0,2,0,23.1291,113.2644,2020-01-24,,,,
Zhejiang,Mainland China,2020-01-24 0:00,43,0,1,0,30.2741,120.1551,2020-01-24,,,,
Beijing,Mainland China,2020-01-24 0:00,26,22,0,0,39.9042,116.4074,2020-01-24,,,,
Shanghai,Mainland China,2020-01-24 0:00,20,0,0,0,31.2304,121.4737,2020-01-24,,,,
Hunan,Mainland China,2020-01-24 0:00,24,0,0,0,28.2282,112.9388,2020-01-24,,,,
Anhui,Mainland China,2020-01-24 0:00,15,4,0,0,31.8206,117.2272,2020-01-24,,,,
Chongqing,Mainland China,2020-01-24 0:00,27,13,0,0,29.4316,106.9123,2020-01-24,,,,
Sichuan,Mainland China,2020-01-24 0:00,15,4,0,0,30.5728,104.0668,2020-01-24,,,,
Shandong,Mainland China,2020-01-24 0:00,9,0,0,0,36.6512,117.1201,2020-01-24,,,,
Guangxi,Mainland China,2020-01-24 0:00,13,0,0,0,22.817,108.3665,2020-01-24,,,,
Fujian,Mainland China,2020-01-24 0:00,5,2,0,0,26.0745,119.2965,2020-01-24,,,,
Jiangsu,Mainland China,2020-01-24 0:00,9,0,0,0,32.0603,118.7969,2020-01-24,,,,
Henan,Mainland China,2020-01-24 0:00,9,0,0,0,34.7466,113.6253,2020-01-24,,,,
Hainan,Mainland China,2020-01-24 0:00,8,32,0,0,20.0444,110.1983,2020-01-24,,,,
Tianjin,Mainland China,2020-01-24 0:00,5,0,0,0,39.3434,117.3616,2020-01-24,,,,
Jiangxi,Mainland China,2020-01-24 0:00,7,0,0,0,28.6829,115.8582,2020-01-24,,,,
Shaanxi,Mainland China,2020-01-24 0:00,3,0,0,0,34.3416,108.9398,2020-01-24,,,,
Guizhou,Mainland China,2020-01-24 0:00,3,0,0,0,26.6477,106.6302,2020-01-24,,,,
Liaoning,Mainland China,2020-01-24 0:00,4,0,0,0,41.8057,123.4315,2020-01-24,,,,
Hong Kong,Hong Kong,2020-01-24 0:00,2,36,0,0,22.3193,114.1694,2020-01-24,,,,
Heilongjiang,Mainland China,2020-01-24 0:00,4,0,0,1,45.8038,126.535,2020-01-24,,,,
Macau,Macau,2020-01-24 0:00,2,0,0,0,22.1987,113.5439,2020-01-24,,,,
Xinjiang,Mainland China,2020-01-24 0:00,2,0,0,0,43.8256,87.6168,2020-01-24,,,,
Gansu,Mainland China,2020-01-24 0:00,2,0,0,0,36.0611,103.8343,2020-01-24,,,,
Yunnan,Mainland China,2020-01-24 0:00,2,0,0,0,24.8801,102.8329,2020-01-24,,,,
Taiwan,Taiwan,2020-01-24 0:00,1,0,0,0,25.033,121.5654,2020-01-24,,,,
Shanxi,Mainland China,2020-01-24 0:00,1,0,0,0,37.8706,112.5489,2020-01-24,,,,
Jilin,Mainland China,2020-01-24 0:00,3,0,0,0,43.8171,125.3235,2020-01-24,,,,
Hebei,Mainland China,2020-01-24 0:00,2,0,0,1,38.0428,114.5149,2020-01-24,,,,
Ningxia,Mainland China,2020-01-24 0:00,1,0,0,0,38.4872,106.2309,2020-01-24,,,,
Inner Mongolia,Mainland China,2020-01-24 0:00,1,2,0,0,40.8424,111.75,2020-01-24,,,,
Washington,US,2020-01-24 0:00,1,0,0,0,47.7511,-120.74,2020-01-24,,,,
Tokyo,Japan,2020-01-24 0:00,2,0,0,0,35.6762,139.6503,2020-01-24,,,,
Bankok,Thailand,2020-01-24 0:00,4,0,0,0,13.7563,100.5018,2020-01-24,,,,
Seoul,South Korea,2020-01-24 0:00,1,0,0,0,37.5665,126.978,2020-01-24,"51,269,185",SE,2020-01-21,d3
Singapore,Singapore,2020-01-24 0:00,1,0,0,0,1.3521,103.8198,2020-01-24,,,,
Hanoi,Vietnam,2020-01-24 0:00,2,0,0,0,21.0278,105.8342,2020-01-24,,,,
Hubei,Mainland China,2020-01-24 12:00,549,0,31,24,30.5928,114.3055,2020-01-24,59000000,HB,2020-01-21,d3
Guangdong,Mainland China,2020-01-24 12:00,53,0,2,0,23.1291,113.2644,2020-01-24,,,,
Zhejiang,Mainland China,2020-01-24 12:00,43,0,1,0,30.2741,120.1551,2020-01-24,,,,
Beijing,Mainland China,2020-01-24 12:00,36,0,1,0,39.9042,116.4074,2020-01-24,,,,
Chongqing,Mainland China,2020-01-24 12:00,27,13,0,0,29.4316,106.9123,2020-01-24,,,,
Hunan,Mainland China,2020-01-24 12:00,24,0,0,0,28.2282,112.9388,2020-01-24,,,,
Guangxi,Mainland China,2020-01-24 12:00,23,0,0,0,22.817,108.3665,2020-01-24,,,,
Shanghai,Mainland China,2020-01-24 12:00,20,22,1,0,31.2304,121.4737,2020-01-24,,,,
Jiangxi,Mainland China,2020-01-24 12:00,18,0,0,0,28.6829,115.8582,2020-01-24,,,,
Sichuan,Mainland China,2020-01-24 12:00,15,4,0,0,30.5728,104.0668,2020-01-24,,,,
Shandong,Mainland China,2020-01-24 12:00,15,0,0,0,36.6512,117.1201,2020-01-24,,,,
Anhui,Mainland China,2020-01-24 12:00,15,4,0,0,31.8206,117.2272,2020-01-24,,,,
Fujian,Mainland China,2020-01-24 12:00,10,2,0,0,26.0745,119.2965,2020-01-24,,,,
Henan,Mainland China,2020-01-24 12:00,9,42,0,0,34.7466,113.6253,2020-01-24,,,,
Jiangsu,Mainland China,2020-01-24 12:00,9,0,0,0,32.0603,118.7969,2020-01-24,,,,
Hainan,Mainland China,2020-01-24 12:00,8,32,0,0,20.0444,110.1983,2020-01-24,,,,
Tianjin,Mainland China,2020-01-24 12:00,8,0,0,0,39.3434,117.3616,2020-01-24,,,,
Yunnan,Mainland China,2020-01-24 12:00,5,0,0,0,24.8801,102.8329,2020-01-24,,,,
Shaanxi,Mainland China,2020-01-24 12:00,5,0,0,0,34.3416,108.9398,2020-01-24,,,,
Heilongjiang,Mainland China,2020-01-24 12:00,4,0,0,1,45.8038,126.535,2020-01-24,,,,
Liaoning,Mainland China,2020-01-24 12:00,4,0,0,0,41.8057,123.4315,2020-01-24,,,,
Guizhou,Mainland China,2020-01-24 12:00,3,0,0,0,26.6477,106.6302,2020-01-24,,,,
Jilin,Mainland China,2020-01-24 12:00,3,0,0,0,43.8171,125.3235,2020-01-24,,,,
Taiwan,Taiwan,2020-01-24 12:00,3,0,0,0,25.033,121.5654,2020-01-24,,,,
Ningxia,Mainland China,2020-01-24 12:00,2,1,0,0,38.4872,106.2309,2020-01-24,,,,
Hong Kong,Hong Kong,2020-01-24 12:00,2,36,0,0,22.3193,114.1694,2020-01-24,,,,
Macau,Macau,2020-01-24 12:00,2,0,0,0,22.1987,113.5439,2020-01-24,,,,
Hebei,Mainland China,2020-01-24 12:00,2,0,0,1,38.0428,114.5149,2020-01-24,,,,
Gansu,Mainland China,2020-01-24 12:00,2,0,0,0,36.0611,103.8343,2020-01-24,,,,
Xinjiang,Mainland China,2020-01-24 12:00,2,0,0,0,43.8256,87.6168,2020-01-24,,,,
Shanxi,Mainland China,2020-01-24 12:00,1,0,0,0,37.8706,112.5489,2020-01-24,,,,
Inner Mongolia,Mainland China,2020-01-24 12:00,1,2,0,0,40.8424,111.75,2020-01-24,,,,
Qinghai,Mainland China,2020-01-24 12:00,0,1,0,0,36.6171,101.7782,2020-01-24,,,,
Washington,US,2020-01-24 12:00,1,0,0,0,47.7511,-120.74,2020-01-24,,,,
Illinois,US,2020-01-24 12:00,1,0,0,0,40.6331,-89.3985,2020-01-24,,,,
Tokyo,Japan,2020-01-24 12:00,2,0,0,0,35.6762,139.6503,2020-01-24,,,,
Bankok,Thailand,2020-01-24 12:00,5,0,0,0,13.7563,100.5018,2020-01-24,,,,
Seoul,South Korea,2020-01-24 12:00,2,0,0,0,37.5665,126.978,2020-01-24,"51,269,185",SE,2020-01-21,d3
Singapore,Singapore,2020-01-24 12:00,3,0,0,0,1.3521,103.8198,2020-01-24,,,,
Hanoi,Vietnam,2020-01-24 12:00,2,0,0,0,21.0278,105.8342,2020-01-24,,,,
Paris,France,2020-01-24 12:00,2,0,0,0,48.8566,2.3522,2020-01-24,,,,
Hubei,Mainland China,2020-01-25 0:00,729,0,32,39,30.5928,114.3055,2020-01-25,59000000,HB,2020-01-21,d4
Guangdong,Mainland China,2020-01-25 0:00,78,0,2,0,23.1291,113.2644,2020-01-25,,,,
Zhejiang,Mainland China,2020-01-25 0:00,62,0,1,0,30.2741,120.1551,2020-01-25,,,,
Chongqing,Mainland China,2020-01-25 0:00,57,0,0,0,29.4316,106.9123,2020-01-25,,,,
Hunan,Mainland China,2020-01-25 0:00,43,0,0,0,28.2282,112.9388,2020-01-25,,,,
Anhui,Mainland China,2020-01-25 0:00,39,4,0,0,31.8206,117.2272,2020-01-25,,,,
Beijing,Mainland China,2020-01-25 0:00,36,0,1,0,39.9042,116.4074,2020-01-25,,,,
Shanghai,Mainland China,2020-01-25 0:00,33,22,1,0,31.2304,121.4737,2020-01-25,,,,
Henan,Mainland China,2020-01-25 0:00,32,1,0,0,34.7466,113.6253,2020-01-25,,,,
Sichuan,Mainland China,2020-01-25 0:00,28,4,0,0,30.5728,104.0668,2020-01-25,,,,
Guangxi,Mainland China,2020-01-25 0:00,23,0,0,0,22.817,108.3665,2020-01-25,,,,
Shandong,Mainland China,2020-01-25 0:00,21,0,0,0,36.6512,117.1201,2020-01-25,,,,
Jiangxi,Mainland China,2020-01-25 0:00,18,0,0,0,28.6829,115.8582,2020-01-25,,,,
Jiangsu,Mainland China,2020-01-25 0:00,18,0,1,0,32.0603,118.7969,2020-01-25,,,,
Hainan,Mainland China,2020-01-25 0:00,17,0,0,0,20.0444,110.1983,2020-01-25,,,,
Liaoning,Mainland China,2020-01-25 0:00,15,0,0,0,41.8057,123.4315,2020-01-25,,,,
Fujian,Mainland China,2020-01-25 0:00,10,4,0,0,26.0745,119.2965,2020-01-25,,,,
Heilongjiang,Mainland China,2020-01-25 0:00,9,0,0,1,45.8038,126.535,2020-01-25,,,,
Tianjin,Mainland China,2020-01-25 0:00,8,0,0,0,39.3434,117.3616,2020-01-25,,,,
Hebei,Mainland China,2020-01-25 0:00,8,0,0,1,38.0428,114.5149,2020-01-25,,,,
Shanxi,Mainland China,2020-01-25 0:00,6,0,0,0,37.8706,112.5489,2020-01-25,,,,
Yunnan,Mainland China,2020-01-25 0:00,5,0,0,0,24.8801,102.8329,2020-01-25,,,,
Hong Kong,Hong Kong,2020-01-25 0:00,5,36,0,0,22.3193,114.1694,2020-01-25,,,,
Shaanxi,Mainland China,2020-01-25 0:00,5,0,0,0,34.3416,108.9398,2020-01-25,,,,
Guizhou,Mainland China,2020-01-25 0:00,4,0,0,0,26.6477,106.6302,2020-01-25,,,,
Jilin,Mainland China,2020-01-25 0:00,4,0,0,0,43.8171,125.3235,2020-01-25,,,,
Gansu,Mainland China,2020-01-25 0:00,4,0,0,0,36.0611,103.8343,2020-01-25,,,,
Ningxia,Mainland China,2020-01-25 0:00,3,1,0,0,38.4872,106.2309,2020-01-25,,,,
Taiwan,Taiwan,2020-01-25 0:00,3,0,0,0,25.033,121.5654,2020-01-25,,,,
Xinjiang,Mainland China,2020-01-25 0:00,3,0,0,0,43.8256,87.6168,2020-01-25,,,,
Macau,Macau,2020-01-25 0:00,2,0,0,0,22.1987,113.5439,2020-01-25,,,,
Inner Mongolia,Mainland China,2020-01-25 0:00,2,0,0,0,40.8424,111.75,2020-01-25,,,,
Qinghai,Mainland China,2020-01-25 0:00,0,1,0,0,36.6171,101.7782,2020-01-25,,,,
Washington,US,2020-01-25 0:00,1,0,0,0,47.7511,-120.74,2020-01-25,,,,
Illinois,US,2020-01-25 0:00,1,0,0,0,40.6331,-89.3985,2020-01-25,,,,
Tokyo,Japan,2020-01-25 0:00,2,0,0,0,35.6762,139.6503,2020-01-25,,,,
Bankok,Thailand,2020-01-25 0:00,5,0,0,0,13.7563,100.5018,2020-01-25,,,,
Seoul,South Korea,2020-01-25 0:00,2,0,0,0,37.5665,126.978,2020-01-25,"51,269,185",SE,2020-01-21,d4
Singapore,Singapore,2020-01-25 0:00,3,0,0,0,1.3521,103.8198,2020-01-25,,,,
Hanoi,Vietnam,2020-01-25 0:00,2,0,0,0,21.0278,105.8342,2020-01-25,,,,
Paris,France,2020-01-25 0:00,3,0,0,0,48.8566,2.3522,2020-01-25,,,,
Melbourne,Australia,2020-01-25 0:00,1,0,0,0,-37.8136,144.9631,2020-01-25,,,,
Kathmandu,Nepal,2020-01-25 0:00,1,0,0,0,27.7172,85.324,2020-01-25,,,,
Kuala Lumpur,Malaysia,2020-01-25 0:00,3,0,0,0,3.139,101.6869,2020-01-25,,,,
Hubei,Mainland China,2020-01-25 12:00,761,0,32,40,30.5928,114.3055,2020-01-25,59000000,HB,2020-01-21,d4
Guangdong,Mainland China,2020-01-25 12:00,78,0,2,0,23.1291,113.2644,2020-01-25,,,,
Zhejiang,Mainland China,2020-01-25 12:00,62,0,1,0,30.2741,120.1551,2020-01-25,,,,
Chongqing,Mainland China,2020-01-25 12:00,57,0,0,0,29.4316,106.9123,2020-01-25,,,,
Hunan,Mainland China,2020-01-25 12:00,43,0,0,0,28.2282,112.9388,2020-01-25,,,,
Beijing,Mainland China,2020-01-25 12:00,41,0,2,0,39.9042,116.4074,2020-01-25,,,,
Anhui,Mainland China,2020-01-25 12:00,39,4,0,0,31.8206,117.2272,2020-01-25,,,,
Shanghai,Mainland China,2020-01-25 12:00,33,72,1,0,31.2304,121.4737,2020-01-25,,,,
Henan,Mainland China,2020-01-25 12:00,32,1,0,0,34.7466,113.6253,2020-01-25,,,,
Sichuan,Mainland China,2020-01-25 12:00,28,4,0,0,30.5728,104.0668,2020-01-25,,,,
Shandong,Mainland China,2020-01-25 12:00,27,0,0,0,36.6512,117.1201,2020-01-25,,,,
Guangxi,Mainland China,2020-01-25 12:00,23,0,0,0,22.817,108.3665,2020-01-25,,,,
Hainan,Mainland China,2020-01-25 12:00,19,0,0,0,20.0444,110.1983,2020-01-25,,,,
Jiangxi,Mainland China,2020-01-25 12:00,18,0,0,0,28.6829,115.8582,2020-01-25,,,,
Fujian,Mainland China,2020-01-25 12:00,18,20,0,0,26.0745,119.2965,2020-01-25,,,,
Jiangsu,Mainland China,2020-01-25 12:00,18,0,1,0,32.0603,118.7969,2020-01-25,,,,
Liaoning,Mainland China,2020-01-25 12:00,17,0,0,0,41.8057,123.4315,2020-01-25,,,,
Shaanxi,Mainland China,2020-01-25 12:00,15,0,0,0,34.3416,108.9398,2020-01-25,,,,
Yunnan,Mainland China,2020-01-25 12:00,11,58,0,0,24.8801,102.8329,2020-01-25,,,,
Tianjin,Mainland China,2020-01-25 12:00,10,0,0,0,39.3434,117.3616,2020-01-25,,,,
Heilongjiang,Mainland China,2020-01-25 12:00,9,0,0,1,45.8038,126.535,2020-01-25,,,,
Hebei,Mainland China,2020-01-25 12:00,8,0,0,1,38.0428,114.5149,2020-01-25,,,,
Inner Mongolia,Mainland China,2020-01-25 12:00,7,0,0,0,40.8424,111.75,2020-01-25,,,,
Shanxi,Mainland China,2020-01-25 12:00,6,0,0,0,37.8706,112.5489,2020-01-25,,,,
Hong Kong,Hong Kong,2020-01-25 12:00,5,244,0,0,22.3193,114.1694,2020-01-25,,,,
Guizhou,Mainland China,2020-01-25 12:00,4,0,0,0,26.6477,106.6302,2020-01-25,,,,
Jilin,Mainland China,2020-01-25 12:00,4,0,0,0,43.8171,125.3235,2020-01-25,,,,
Gansu,Mainland China,2020-01-25 12:00,4,0,0,0,36.0611,103.8343,2020-01-25,,,,
Ningxia,Mainland China,2020-01-25 12:00,3,1,0,0,38.4872,106.2309,2020-01-25,,,,
Taiwan,Taiwan,2020-01-25 12:00,3,0,0,0,25.033,121.5654,2020-01-25,,,,
Xinjiang,Mainland China,2020-01-25 12:00,3,0,0,0,43.8256,87.6168,2020-01-25,,,,
Macau,Macau,2020-01-25 12:00,2,0,0,0,22.1987,113.5439,2020-01-25,,,,
Qinghai,Mainland China,2020-01-25 12:00,1,0,0,0,36.6171,101.7782,2020-01-25,,,,
