Province,Country_region,Datetime,Confirmed,Suspect,Recovered,Death,Longitude,Latitude,Date,Popluation,Province2,Day0,Dayserial
Oxfordshire,UK,2020-03-01 20:20,36,0,8,0,51.7612,-1.2465,2020-03-01,,,,
Kuala Lumpur,Malaysia,2020-03-01 20:20,29,0,18,0,3.139,101.6869,2020-03-01,,,,
Bern,Switzerland,2020-03-01 20:20,27,0,0,0,46.948,7.4474,2020-03-01,,,,
Abu Dhabi,United Arab Emirates,2020-03-01 20:20,21,0,5,0,24.4539,54.3773,2020-03-01,,,,
None,Iraq,2020-03-01 20:20,19,0,0,0,32.0107,44.3265,2020-03-01,,,,
Oslo,Norway,2020-03-01 20:20,19,0,0,0,59.9139,10.7522,2020-03-01,,,,
Qinghai,Mainland China,2020-03-01 20:20,18,0,18,0,36.6171,101.7782,2020-03-01,,,,
Hanoi,Vietnam,2020-03-01 20:20,16,0,16,0,21.0278,105.8342,2020-03-01,,,,
None,Austria,2020-03-01 20:20,14,0,0,0,48.2082,16.3738,2020-03-01,,,,
"Toronto, ON",Canada,2020-03-01 20:20,14,0,2,0,43.6532,-79.3832,2020-03-01,14446515,ON,2020-01-26,d35
Jonkoping,Sweden,2020-03-01 20:20,14,0,0,0,57.7826,14.1618,2020-03-01,,,,
From Diamond Princess,Israel,2020-03-01 20:20,10,0,1,0,32.0055,34.8854,2020-03-01,,,,
None,Lebanon,2020-03-01 20:20,10,0,0,0,33.8938,35.5018,2020-03-01,,,,
Macau,Macau,2020-03-01 20:20,10,0,8,0,22.1987,113.5439,2020-03-01,,,,
Amsterdam,Netherlands,2020-03-01 20:20,10,0,0,0,52.3667,4.8945,2020-03-01,,,,
Queensland,Australia,2020-03-01 20:20,9,0,1,0,27.4698,153.0251,2020-03-01,,,,
"Seattle, WA",US,2020-03-01 20:20,9,0,1,1,47.7511,-120.74,2020-03-01,,,,
British Columbia,Canada,2020-03-01 20:20,8,0,3,0,49.2827,-123.1207,2020-03-01,5020302,BC,2020-01-28,d33
Victoria,Australia,2020-03-01 20:20,7,0,4,0,-37.8136,144.9631,2020-03-01,,,,
Zagreb,Croatia,2020-03-01 20:20,7,0,0,0,45.815,15.9819,2020-03-01,,,,
Athens,Greece,2020-03-01 20:20,7,0,0,0,37.9838,23.7275,2020-03-01,,,,
New South Wales,Australia,2020-03-01 20:20,6,0,4,0,-33.8688,151.2093,2020-03-01,,,,
Quito,Ecuador,2020-03-01 20:20,6,0,0,0,-0.1807,-78.4678,2020-03-01,,,,
Helsinki,Finland,2020-03-01 20:20,6,0,1,0,60.1699,24.9384,2020-03-01,,,,
Muscat,Oman,2020-03-01 20:20,6,0,1,0,23.588,58.3829,2020-03-01,,,,
Mexico City,Mexico,2020-03-01 20:20,5,0,0,0,19.4326,-99.1332,2020-03-01,,,,
Copenhagen,Denmark,2020-03-01 20:20,4,0,0,0,55.6761,12.5683,2020-03-01,,,,
Islamabad,Pakistan,2020-03-01 20:20,4,0,0,0,33.6844,73.0479,2020-03-01,,,,
South Australia,Australia,2020-03-01 20:20,3,0,2,0,-34.9285,138.6007,2020-03-01,,,,
Baku,Azerbaijan,2020-03-01 20:20,3,0,0,0,40.4093,49.8671,2020-03-01,,,,
Prague,Czech Republic,2020-03-01 20:20,3,0,0,0,50.0755,14.4378,2020-03-01,,,,
Tbilisi,Georgia,2020-03-01 20:20,3,0,0,0,41.7151,44.8271,2020-03-01,,,,
Reykjavik,Iceland,2020-03-01 20:20,3,0,0,0,64.1466,-21.9426,2020-03-01,,,,
New Delhi,India,2020-03-01 20:20,3,0,3,0,28.6139,77.209,2020-03-01,,,,
Manila,Philippines,2020-03-01 20:20,3,0,1,1,14.5995,120.9842,2020-03-01,,,,
Doha,Qatar,2020-03-01 20:20,3,0,0,0,25.2854,51.531,2020-03-01,,,,
Bucharest,Romania,2020-03-01 20:20,3,0,0,0,44.4268,26.1025,2020-03-01,,,,
"Chicago, IL",US,2020-03-01 20:20,3,0,2,0,40.6331,-89.3985,2020-03-01,,,,
"Santa Clara, CA",US,2020-03-01 20:20,3,0,1,0,37.3541,-121.9552,2020-03-01,,,,
Western Australia,Australia,2020-03-01 20:20,2,0,0,1,-27.6728,121.6283,2020-03-01,,,,
Brussels,Belgium,2020-03-01 20:20,2,0,1,0,50.8503,4.3517,2020-03-01,,,,
Brasilia,Brazil,2020-03-01 20:20,2,0,0,0,-15.8267,-47.9218,2020-03-01,,,,
Cairo,Egypt,2020-03-01 20:20,2,0,1,0,30.0444,31.2357,2020-03-01,,,,
Zabaikalsky,Russia,2020-03-01 20:20,2,0,2,0,53.0929,116.9677,2020-03-01,,,,
"Sacramento County, CA",US,2020-03-01 20:20,2,0,0,0,38.4747,-121.3542,2020-03-01,,,,
"San Benito, CA",US,2020-03-01 20:20,2,0,0,0,36.5761,-120.9876,2020-03-01,,,,
"San Diego County, CA",US,2020-03-01 20:20,2,0,1,0,32.7157,-117.1611,2020-03-01,,,,
"Snohomish County, WA",US,2020-03-01 20:20,2,0,0,0,48.033,-121.8339,2020-03-01,,,,
Kabul,Afghanistan,2020-03-01 20:20,1,0,0,0,34.5553,69.2075,2020-03-01,,,,
Algiers,Algeria,2020-03-01 20:20,1,0,0,0,36.7538,3.0588,2020-03-01,,,,
Yerevan,Armenia,2020-03-01 20:20,1,0,0,0,50.0755,14.4378,2020-03-01,,,,
Minsk,Belarus,2020-03-01 20:20,1,0,0,0,53.9006,27.559,2020-03-01,,,,
Phnom Penh,Cambodia,2020-03-01 20:20,1,0,1,0,11.5564,104.9282,2020-03-01,,,,
"Montreal, QC",Canada,2020-03-01 20:20,1,0,0,0,45.5017,-73.5673,2020-03-01,8433301,QC,2020-02-28,d2
"London, ON",Canada,2020-03-01 20:20,1,0,1,0,42.9849,-81.2453,2020-03-01,14446515,ON,2020-01-26,d35
Santo Domingo,Dominican Republic,2020-03-01 20:20,1,0,0,0,18.4861,-69.9312,2020-03-01,,,,
Tallinn,Estonia,2020-03-01 20:20,1,0,0,0,59.437,24.7536,2020-03-01,,,,
Dublin,Ireland,2020-03-01 20:20,1,0,0,0,53.3498,-6.2603,2020-03-01,,,,
Vilnius,Lithuania,2020-03-01 20:20,1,0,0,0,54.6872,25.2797,2020-03-01,,,,
Luxembourg,Luxembourg,2020-03-01 20:20,1,0,0,0,49.8153,6.1296,2020-03-01,,,,
Tibet,Mainland China,2020-03-01 20:20,1,0,1,0,29.6548,91.1406,2020-03-01,,,,
Monaco,Monaco,2020-03-01 20:20,1,0,0,0,43.7384,7.4246,2020-03-01,,,,
Kathmandu,Nepal,2020-03-01 20:20,1,0,1,0,27.7172,85.324,2020-03-01,,,,
Wellington,New Zealand,2020-03-01 20:20,1,0,0,0,-41.2865,174.7762,2020-03-01,,,,
Abuja,Nigeria,2020-03-01 20:20,1,0,0,0,9.0765,7.3986,2020-03-01,,,,
Skopje,North Macedonia,2020-03-01 20:20,1,0,0,0,42.005,21.4408,2020-03-01,,,,
Vatican City,San Marino,2020-03-01 20:20,1,0,0,0,41.9029,12.4534,2020-03-01,,,,
Colombo,Sri Lanka,2020-03-01 20:20,1,0,1,0,6.9271,79.8612,2020-03-01,,,,
"Boston, MA",US,2020-03-01 20:20,1,0,1,0,42.3601,-71.0589,2020-03-01,,,,
"Humboldt County, CA",US,2020-03-01 20:20,1,0,0,0,40.745,-123.8695,2020-03-01,,,,
"Los Angeles, CA",US,2020-03-01 20:20,1,0,0,0,34.0522,-118.2437,2020-03-01,,,,
"Madison, WI",US,2020-03-01 20:20,1,0,0,0,43.0186,-89.5498,2020-03-01,,,,
"Orange, CA",US,2020-03-01 20:20,1,0,0,0,33.7879,-117.8531,2020-03-01,,,,
"Portland, OR",US,2020-03-01 20:20,1,0,0,0,45.5051,-122.675,2020-03-01,,,,
"Providence, RI",US,2020-03-01 20:20,1,0,0,0,41.824,-71.4128,2020-03-01,,,,
"San Antonio, TX",US,2020-03-01 20:20,1,0,0,0,29.4241,-98.4936,2020-03-01,,,,
"Tempe, AZ",US,2020-03-01 20:20,1,0,1,0,33.4255,-111.94,2020-03-01,,,,
From Diamond Princess,Australia,2020-03-01 20:20,0,0,0,0,-12.4922,131.0531,2020-03-01,,,,
"Lackland, TX (From Diamond Princess)",US,2020-03-01 20:20,0,0,0,0,29.3878,-98.6205,2020-03-01,,,,
"Omaha, NE (From Diamond Princess)",US,2020-03-01 20:20,0,0,0,0,41.2565,-95.9345,2020-03-01,,,,
"Travis, CA (From Diamond Princess)",US,2020-03-01 20:20,0,0,0,0,38.2721,-121.9399,2020-03-01,,,,
Hubei,Mainland China,2020-03-02 20:20,67103,0,33934,2803,30.5928,114.3055,2020-03-02,59000000,HB,2020-01-21,d41
Seoul,South Korea,2020-03-02 20:20,4335,0,30,28,37.5665,126.978,2020-03-02,"51,269,185",SE,2020-01-21,d41
Rome,Italy,2020-03-02 20:20,2036,0,149,52,41.9028,12.4964,2020-03-02,"60,461,826",RM,2020-01-30,d32
Qom,Iran,2020-03-02 20:20,1501,0,291,66,34.6416,50.8746,2020-03-02,,,,
Guangdong,Mainland China,2020-03-02 20:20,1350,0,1059,7,23.1291,113.2644,2020-03-02,,,,
Henan,Mainland China,2020-03-02 20:20,1272,0,1205,22,34.7466,113.6253,2020-03-02,,,,
Zhejiang,Mainland China,2020-03-02 20:20,1206,0,1069,1,30.2741,120.1551,2020-03-02,,,,
Hunan,Mainland China,2020-03-02 20:20,1018,0,887,4,28.2282,112.9388,2020-03-02,,,,
Anhui,Mainland China,2020-03-02 20:20,990,0,917,6,31.8206,117.2272,2020-03-02,,,,
Jiangxi,Mainland China,2020-03-02 20:20,935,0,850,1,28.6829,115.8582,2020-03-02,,,,
Shandong,Mainland China,2020-03-02 20:20,758,0,460,6,36.6512,117.1201,2020-03-02,,,,
Diamond Princess cruise ship,Others,2020-03-02 20:20,705,0,10,6,35.4437,139.638,2020-03-02,,,,
Jiangsu,Mainland China,2020-03-02 20:20,631,0,543,0,32.0603,118.7969,2020-03-02,,,,
Chongqing,Mainland China,2020-03-02 20:20,576,0,469,6,29.4316,106.9123,2020-03-02,,,,
Sichuan,Mainland China,2020-03-02 20:20,538,0,386,3,30.5728,104.0668,2020-03-02,,,,
Heilongjiang,Mainland China,2020-03-02 20:20,480,0,356,13,45.8038,126.535,2020-03-02,,,,
Beijing,Mainland China,2020-03-02 20:20,414,0,282,8,39.9042,116.4074,2020-03-02,,,,
Shanghai,Mainland China,2020-03-02 20:20,337,0,292,3,31.2304,121.4737,2020-03-02,,,,
Hebei,Mainland China,2020-03-02 20:20,318,0,296,6,38.0428,114.5149,2020-03-02,,,,
Fujian,Mainland China,2020-03-02 20:20,296,0,255,1,26.0745,119.2965,2020-03-02,,,,
Tokyo,Japan,2020-03-02 20:20,274,0,32,6,35.6762,139.6503,2020-03-02,,,,
Guangxi,Mainland China,2020-03-02 20:20,252,0,192,2,22.817,108.3665,2020-03-02,,,,
Shaanxi,Mainland China,2020-03-02 20:20,245,0,216,1,34.3416,108.9398,2020-03-02,,,,
Paris,France,2020-03-02 20:20,191,0,12,3,48.8566,2.3522,2020-03-02,,,,
Yunnan,Mainland China,2020-03-02 20:20,174,0,168,2,24.8801,102.8329,2020-03-02,,,,
Hainan,Mainland China,2020-03-02 20:20,168,0,151,5,20.0444,110.1983,2020-03-02,,,,
Bavaria,Germany,2020-03-02 20:20,159,0,16,0,48.1351,11.582,2020-03-02,,,,
Guizhou,Mainland China,2020-03-02 20:20,146,0,114,2,26.6477,106.6302,2020-03-02,,,,
Tianjin,Mainland China,2020-03-02 20:20,136,0,111,3,39.3434,117.3616,2020-03-02,,,,
Shanxi,Mainland China,2020-03-02 20:20,133,0,119,0,37.8706,112.5489,2020-03-02,,,,
Liaoning,Mainland China,2020-03-02 20:20,122,0,103,1,41.8057,123.4315,2020-03-02,,,,
Madrid,Spain,2020-03-02 20:20,120,0,2,0,40.4168,-3.7038,2020-03-02,,,,
Singapore,Singapore,2020-03-02 20:20,108,0,78,0,1.3521,103.8198,2020-03-02,,,,
Hong Kong,Hong Kong,2020-03-02 20:20,100,0,36,2,22.3193,114.1694,2020-03-02,,,,
Jilin,Mainland China,2020-03-02 20:20,93,0,83,1,43.8171,125.3235,2020-03-02,,,,
Gansu,Mainland China,2020-03-02 20:20,91,0,85,2,36.0611,103.8343,2020-03-02,,,,
Xinjiang,Mainland China,2020-03-02 20:20,76,0,66,3,43.8256,87.6168,2020-03-02,,,,
Inner Mongolia,Mainland China,2020-03-02 20:20,75,0,54,0,40.8424,111.75,2020-03-02,,,,
Ningxia,Mainland China,2020-03-02 20:20,74,0,69,0,38.4872,106.2309,2020-03-02,,,,
Kuwait City,Kuwait,2020-03-02 20:20,56,0,0,0,29.3759,47.9774,2020-03-02,,,,
Manama,Bahrain,2020-03-02 20:20,49,0,0,0,26.2235,50.5876,2020-03-02,,,,
Unassigned Location (From Diamond Princess),US,2020-03-02 20:20,45,0,0,0,29.3878,-98.6205,2020-03-02,,,,
Bankok,Thailand,2020-03-02 20:20,43,0,31,1,13.7563,100.5018,2020-03-02,,,,
Bern,Switzerland,2020-03-02 20:20,42,0,0,0,46.948,7.4474,2020-03-02,,,,
Taiwan,Taiwan,2020-03-02 20:20,41,0,12,1,25.033,121.5654,2020-03-02,,,,
Oxfordshire,UK,2020-03-02 20:20,40,0,8,0,51.7612,-1.2465,2020-03-02,,,,
Kuala Lumpur,Malaysia,2020-03-02 20:20,29,0,18,0,3.139,101.6869,2020-03-02,,,,
None,Iraq,2020-03-02 20:20,26,0,0,0,32.0107,44.3265,2020-03-02,,,,
Oslo,Norway,2020-03-02 20:20,25,0,0,0,59.9139,10.7522,2020-03-02,,,,
Abu Dhabi,United Arab Emirates,2020-03-02 20:20,21,0,5,0,24.4539,54.3773,2020-03-02,,,,
None,Austria,2020-03-02 20:20,18,0,0,0,48.2082,16.3738,2020-03-02,,,,
Qinghai,Mainland China,2020-03-02 20:20,18,0,18,0,36.6171,101.7782,2020-03-02,,,,
Amsterdam,Netherlands,2020-03-02 20:20,18,0,0,0,52.3667,4.8945,2020-03-02,,,,
"Toronto, ON",Canada,2020-03-02 20:20,17,0,2,0,43.6532,-79.3832,2020-03-02,14446515,ON,2020-01-26,d36
Hanoi,Vietnam,2020-03-02 20:20,16,0,16,0,21.0278,105.8342,2020-03-02,,,,
Jonkoping,Sweden,2020-03-02 20:20,15,0,0,0,57.7826,14.1618,2020-03-02,,,,
"King County, WA",US,2020-03-02 20:20,14,0,1,5,47.548,-121.9836,2020-03-02,,,,
None,Lebanon,2020-03-02 20:20,13,0,0,0,33.8938,35.5018,2020-03-02,,,,
From Diamond Princess,Israel,2020-03-02 20:20,10,0,1,0,32.0055,34.8854,2020-03-02,,,,
Macau,Macau,2020-03-02 20:20,10,0,8,0,22.1987,113.5439,2020-03-02,,,,
Queensland,Australia,2020-03-02 20:20,9,0,1,0,27.4698,153.0251,2020-03-02,,,,
Victoria,Australia,2020-03-02 20:20,9,0,4,0,-37.8136,144.9631,2020-03-02,,,,
"Santa Clara, CA",US,2020-03-02 20:20,9,0,1,0,37.3541,-121.9552,2020-03-02,,,,
Brussels,Belgium,2020-03-02 20:20,8,0,1,0,50.8503,4.3517,2020-03-02,,,,
British Columbia,Canada,2020-03-02 20:20,8,0,3,0,49.2827,-123.1207,2020-03-02,5020302,BC,2020-01-28,d34
Vatican City,San Marino,2020-03-02 20:20,8,0,0,0,41.9029,12.4534,2020-03-02,,,,
Zagreb,Croatia,2020-03-02 20:20,7,0,0,0,45.815,15.9819,2020-03-02,,,,
Athens,Greece,2020-03-02 20:20,7,0,0,0,37.9838,23.7275,2020-03-02,,,,
New South Wales,Australia,2020-03-02 20:20,6,0,4,0,-33.8688,151.2093,2020-03-02,,,,
Quito,Ecuador,2020-03-02 20:20,6,0,0,0,-0.1807,-78.4678,2020-03-02,,,,
Helsinki,Finland,2020-03-02 20:20,6,0,1,0,60.1699,24.9384,2020-03-02,,,,
Reykjavik,Iceland,2020-03-02 20:20,6,0,0,0,64.1466,-21.9426,2020-03-02,,,,
Muscat,Oman,2020-03-02 20:20,6,0,1,0,23.588,58.3829,2020-03-02,,,,
New Delhi,India,2020-03-02 20:20,5,0,3,0,28.6139,77.209,2020-03-02,,,,
Mexico City,Mexico,2020-03-02 20:20,5,0,0,0,19.4326,-99.1332,2020-03-02,,,,
Copenhagen,Denmark,2020-03-02 20:20,4,0,0,0,55.6761,12.5683,2020-03-02,,,,
Islamabad,Pakistan,2020-03-02 20:20,4,0,0,0,33.6844,73.0479,2020-03-02,,,,
"Cook County, IL",US,2020-03-02 20:20,4,0,2,0,41.7377,-87.6976,2020-03-02,,,,
"Snohomish County, WA",US,2020-03-02 20:20,4,0,0,1,48.033,-121.8339,2020-03-02,,,,
Algiers,Algeria,2020-03-02 20:20,3,0,0,0,36.7538,3.0588,2020-03-02,,,,
South Australia,Australia,2020-03-02 20:20,3,0,2,0,-34.9285,138.6007,2020-03-02,,,,
Baku,Azerbaijan,2020-03-02 20:20,3,0,0,0,40.4093,49.8671,2020-03-02,,,,
Prague,Czech Republic,2020-03-02 20:20,3,0,0,0,50.0755,14.4378,2020-03-02,,,,
Tbilisi,Georgia,2020-03-02 20:20,3,0,0,0,41.7151,44.8271,2020-03-02,,,,
Manila,Philippines,2020-03-02 20:20,3,0,1,1,14.5995,120.9842,2020-03-02,,,,
Doha,Qatar,2020-03-02 20:20,3,0,0,0,25.2854,51.531,2020-03-02,,,,
Bucharest,Romania,2020-03-02 20:20,3,0,0,0,44.4268,26.1025,2020-03-02,,,,
Zabaikalsky,Russia,2020-03-02 20:20,3,0,2,0,53.0929,116.9677,2020-03-02,,,,
Western Australia,Australia,2020-03-02 20:20,2,0,0,1,-27.6728,121.6283,2020-03-02,,,,
Brasilia,Brazil,2020-03-02 20:20,2,0,0,0,-15.8267,-47.9218,2020-03-02,,,,
Cairo,Egypt,2020-03-02 20:20,2,0,1,0,30.0444,31.2357,2020-03-02,,,,
Jakarta,Indonesia,2020-03-02 20:20,2,0,0,0,-6.2088,106.8456,2020-03-02,,,,
Lisbon,Portugal,2020-03-02 20:20,2,0,0,0,38.7223,-9.1393,2020-03-02,,,,
"Portland, OR",US,2020-03-02 20:20,2,0,0,0,45.5051,-122.675,2020-03-02,,,,
"Providence, RI",US,2020-03-02 20:20,2,0,0,0,41.824,-71.4128,2020-03-02,,,,
"Sacramento County, CA",US,2020-03-02 20:20,2,0,0,0,38.4747,-121.3542,2020-03-02,,,,
"San Benito, CA",US,2020-03-02 20:20,2,0,0,0,36.5761,-120.9876,2020-03-02,,,,
"San Diego County, CA",US,2020-03-02 20:20,2,0,1,0,32.7157,-117.1611,2020-03-02,,,,
Kabul,Afghanistan,2020-03-02 20:20,1,0,0,0,34.5553,69.2075,2020-03-02,,,,
Andorra la Vella,Andorra,2020-03-02 20:20,1,0,0,0,42.5063,1.5218,2020-03-02,,,,
Yerevan,Armenia,2020-03-02 20:20,1,0,0,0,50.0755,14.4378,2020-03-02,,,,
Tasmania,Australia,2020-03-02 20:20,1,0,0,0,-41.4545,145.9707,2020-03-02,,,,
Minsk,Belarus,2020-03-02 20:20,1,0,0,0,53.9006,27.559,2020-03-02,,,,
Phnom Penh,Cambodia,2020-03-02 20:20,1,0,1,0,11.5564,104.9282,2020-03-02,,,,
"Montreal, QC",Canada,2020-03-02 20:20,1,0,0,0,45.5017,-73.5673,2020-03-02,8433301,QC,2020-02-28,d3
"London, ON",Canada,2020-03-02 20:20,1,0,1,0,42.9849,-81.2453,2020-03-02,14446515,ON,2020-01-26,d36
Santo Domingo,Dominican Republic,2020-03-02 20:20,1,0,0,0,18.4861,-69.9312,2020-03-02,,,,
Tallinn,Estonia,2020-03-02 20:20,1,0,0,0,59.437,24.7536,2020-03-02,,,,
Dublin,Ireland,2020-03-02 20:20,1,0,0,0,53.3498,-6.2603,2020-03-02,,,,
Riga,Latvia,2020-03-02 20:20,1,0,0,0,56.9496,24.1052,2020-03-02,,,,
Vilnius,Lithuania,2020-03-02 20:20,1,0,0,0,54.6872,25.2797,2020-03-02,,,,
Luxembourg,Luxembourg,2020-03-02 20:20,1,0,0,0,49.8153,6.1296,2020-03-02,,,,
Tibet,Mainland China,2020-03-02 20:20,1,0,1,0,29.6548,91.1406,2020-03-02,,,,
Monaco,Monaco,2020-03-02 20:20,1,0,0,0,43.7384,7.4246,2020-03-02,,,,
Rabat,Morocco,2020-03-02 20:20,1,0,0,0,33.9716,-6.8498,2020-03-02,,,,
Kathmandu,Nepal,2020-03-02 20:20,1,0,1,0,27.7172,85.324,2020-03-02,,,,
Wellington,New Zealand,2020-03-02 20:20,1,0,0,0,-41.2865,174.7762,2020-03-02,,,,
Abuja,Nigeria,2020-03-02 20:20,1,0,0,0,9.0765,7.3986,2020-03-02,,,,
Skopje,North Macedonia,2020-03-02 20:20,1,0,0,0,42.005,21.4408,2020-03-02,,,,
Riyadh,Saudi Arabia,2020-03-02 20:20,1,0,0,0,24.7136,46.6753,2020-03-02,,,,
Dakar,Senegal,2020-03-02 20:20,1,0,0,0,14.7167,-17.4677,2020-03-02,,,,
Colombo,Sri Lanka,2020-03-02 20:20,1,0,1,0,6.9271,79.8612,2020-03-02,,,,
"Boston, MA",US,2020-03-02 20:20,1,0,1,0,42.3601,-71.0589,2020-03-02,,,,
"Grafton County, NH",US,2020-03-02 20:20,1,0,0,0,43.9088,-71.826,2020-03-02,,,,
"Hillsborough, FL",US,2020-03-02 20:20,1,0,0,0,27.9904,-82.3018,2020-03-02,,,,
"Humboldt County, CA",US,2020-03-02 20:20,1,0,0,0,40.745,-123.8695,2020-03-02,,,,
"Los Angeles, CA",US,2020-03-02 20:20,1,0,0,0,34.0522,-118.2437,2020-03-02,,,,
"Madison, WI",US,2020-03-02 20:20,1,0,0,0,43.0186,-89.5498,2020-03-02,,,,
"New York City, NY",US,2020-03-02 20:20,1,0,0,0,40.7128,-74.006,2020-03-02,,,,
"Orange, CA",US,2020-03-02 20:20,1,0,0,0,33.7879,-117.8531,2020-03-02,,,,
"Placer County, CA",US,2020-03-02 20:20,1,0,0,0,39.0916,-120.8039,2020-03-02,,,,
"San Antonio, TX",US,2020-03-02 20:20,1,0,0,0,29.4241,-98.4936,2020-03-02,,,,
"San Mateo, CA",US,2020-03-02 20:20,1,0,0,0,37.563,-122.3255,2020-03-02,,,,
"Sarasota, FL",US,2020-03-02 20:20,1,0,0,0,27.3364,-82.5307,2020-03-02,,,,
"Sonoma County, CA",US,2020-03-02 20:20,1,0,0,0,38.578,-122.9888,2020-03-02,,,,
"Tempe, AZ",US,2020-03-02 20:20,1,0,1,0,33.4255,-111.94,2020-03-02,,,,
"Umatilla, OR",US,2020-03-02 20:20,1,0,0,0,45.9174,-119.3425,2020-03-02,,,,
From Diamond Princess,Australia,2020-03-02 20:20,0,0,0,0,-12.4922,131.0531,2020-03-02,,,,
"Lackland, TX (From Diamond Princess)",US,2020-03-02 20:20,0,0,0,0,29.3878,-98.6205,2020-03-02,,,,
"Omaha, NE (From Diamond Princess)",US,2020-03-02 20:20,0,0,0,0,41.2565,-95.9345,2020-03-02,,,,
"Travis, CA (From Diamond Princess)",US,2020-03-02 20:20,0,0,0,0,38.2721,-121.9399,2020-03-02,,,,
Hubei,Mainland China,2020-03-03 20:20,67217,0,36208,2835,30.5928,114.3055,2020-03-03,59000000,HB,2020-01-21,d42
Seoul,South Korea,2020-03-03 20:20,5186,0,30,28,37.5665,126.978,2020-03-03,"51,269,185",SE,2020-01-21,d42
Rome,Italy,2020-03-03 20:20,2502,0,160,79,41.9028,12.4964,2020-03-03,"60,461,826",RM,2020-01-30,d33
Qom,Iran,2020-03-03 20:20,2336,0,291,77,34.6416,50.8746,2020-03-03,,,,
Guangdong,Mainland China,2020-03-03 20:20,1350,0,1101,7,23.1291,113.2644,2020-03-03,,,,
Henan,Mainland China,2020-03-03 20:20,1272,0,1231,22,34.7466,113.6253,2020-03-03,,,,
Zhejiang,Mainland China,2020-03-03 20:20,1213,0,1093,1,30.2741,120.1551,2020-03-03,,,,
Hunan,Mainland China,2020-03-03 20:20,1018,0,906,4,28.2282,112.9388,2020-03-03,,,,
Anhui,Mainland China,2020-03-03 20:20,990,0,936,6,31.8206,117.2272,2020-03-03,,,,
Jiangxi,Mainland China,2020-03-03 20:20,935,0,870,1,28.6829,115.8582,2020-03-03,,,,
Shandong,Mainland China,2020-03-03 20:20,758,0,511,6,36.6512,117.1201,2020-03-03,,,,
Diamond Princess cruise ship,Others,2020-03-03 20:20,706,0,10,6,35.4437,139.638,2020-03-03,,,,
Jiangsu,Mainland China,2020-03-03 20:20,631,0,562,0,32.0603,118.7969,2020-03-03,,,,
Chongqing,Mainland China,2020-03-03 20:20,576,0,490,6,29.4316,106.9123,2020-03-03,,,,
Sichuan,Mainland China,2020-03-03 20:20,538,0,394,3,30.5728,104.0668,2020-03-03,,,,
Heilongjiang,Mainland China,2020-03-03 20:20,480,0,366,13,45.8038,126.535,2020-03-03,,,,
Beijing,Mainland China,2020-03-03 20:20,414,0,288,8,39.9042,116.4074,2020-03-03,,,,
Shanghai,Mainland China,2020-03-03 20:20,338,0,294,3,31.2304,121.4737,2020-03-03,,,,
Hebei,Mainland China,2020-03-03 20:20,318,0,300,6,38.0428,114.5149,2020-03-03,,,,
Fujian,Mainland China,2020-03-03 20:20,296,0,260,1,26.0745,119.2965,2020-03-03,,,,
Tokyo,Japan,2020-03-03 20:20,293,0,43,6,35.6762,139.6503,2020-03-03,,,,
Guangxi,Mainland China,2020-03-03 20:20,252,0,202,2,22.817,108.3665,2020-03-03,,,,
Shaanxi,Mainland China,2020-03-03 20:20,245,0,216,1,34.3416,108.9398,2020-03-03,,,,
Paris,France,2020-03-03 20:20,204,0,12,4,48.8566,2.3522,2020-03-03,,,,
Bavaria,Germany,2020-03-03 20:20,196,0,16,0,48.1351,11.582,2020-03-03,,,,
Yunnan,Mainland China,2020-03-03 20:20,174,0,169,2,24.8801,102.8329,2020-03-03,,,,
Hainan,Mainland China,2020-03-03 20:20,168,0,155,5,20.0444,110.1983,2020-03-03,,,,
Madrid,Spain,2020-03-03 20:20,165,0,2,1,40.4168,-3.7038,2020-03-03,,,,
Guizhou,Mainland China,2020-03-03 20:20,146,0,114,2,26.6477,106.6302,2020-03-03,,,,
Tianjin,Mainland China,2020-03-03 20:20,136,0,124,3,39.3434,117.3616,2020-03-03,,,,
Shanxi,Mainland China,2020-03-03 20:20,133,0,124,0,37.8706,112.5489,2020-03-03,,,,
Liaoning,Mainland China,2020-03-03 20:20,125,0,106,1,41.8057,123.4315,2020-03-03,,,,
Singapore,Singapore,2020-03-03 20:20,110,0,78,0,1.3521,103.8198,2020-03-03,,,,
Hong Kong,Hong Kong,2020-03-03 20:20,100,0,37,2,22.3193,114.1694,2020-03-03,,,,
Jilin,Mainland China,2020-03-03 20:20,93,0,83,1,43.8171,125.3235,2020-03-03,,,,
Gansu,Mainland China,2020-03-03 20:20,91,0,86,2,36.0611,103.8343,2020-03-03,,,,
Xinjiang,Mainland China,2020-03-03 20:20,76,0,68,3,43.8256,87.6168,2020-03-03,,,,
Inner Mongolia,Mainland China,2020-03-03 20:20,75,0,59,1,40.8424,111.75,2020-03-03,,,,
Ningxia,Mainland China,2020-03-03 20:20,74,0,69,0,38.4872,106.2309,2020-03-03,,,,
Kuwait City,Kuwait,2020-03-03 20:20,56,0,0,0,29.3759,47.9774,2020-03-03,,,,
Bern,Switzerland,2020-03-03 20:20,56,0,2,0,46.948,7.4474,2020-03-03,,,,
Oxfordshire,UK,2020-03-03 20:20,51,0,8,0,51.7612,-1.2465,2020-03-03,,,,
Manama,Bahrain,2020-03-03 20:20,49,0,0,0,26.2235,50.5876,2020-03-03,,,,
